DATETIME,WORKINGGROUP,INPUT_FORMAT_SHORT,INPUT_FORMAT_DESC,INPUT_PROJECT,N_TASKS,N_FILES
2019-03-24,,log,,mc16_13TeV,2,10
2019-03-31,,DAOD,ONIAMUMU,data11_7TeV,7,50
2019-05-12,,DAOD,STDM,data16_13TeV,193,857
2019-04-14,perf-tau,DAOD,TAUP,data18_13TeV,2,388
2019-04-14,phys-exotics,DAOD,EXOT,mc16_13TeV,1,2
2019-03-17,det-indet,AOD,,mc16_valid,1,1
2019-03-24,,DESDM,EOVERP,data17_13TeV,5,5
2019-03-31,,DAOD,MUON,data16_13TeV,2,28
2019-03-31,,DAOD,TRIG,data17_13TeV,2,2
2019-03-31,phys-exotics,DAOD,TOPQ,data16_13TeV,2,2
2019-04-21,,AOD,,data17_5TeV,27,27
2019-03-03,phys-hi,EVNT,,mc15_5TeV,1,12
2019-06-30,,DAOD,STDM,mc16_13TeV,1244,2063
2019-03-31,,DAOD,TRUTH,mc16_13TeV,2,4
2019-04-21,perf-jets,DAOD,JETM,data17_13TeV,818,818
2019-03-10,,DAOD,IDTIDE,data17_13TeV,1,1
2019-03-24,,DAOD,HIGGD,mc15_13TeV,2,2
2019-04-21,phys-higgs,DAOD,HIGGD,data18_13TeV,199,778
2019-06-02,,DAOD,JETM,data15_13TeV,7,168
2019-03-03,,DAOD,BPHY,data17_13TeV,1,200
2019-04-14,,RDO,,mc14_13TeV,1,1
2019-03-17,,AOD,,mc16_valid,1,15
2019-04-21,phys-higgs,DAOD,HIGGD,data16_13TeV,152,302
2019-04-21,,AOD,,data18_hi,103,159
2019-03-03,phys-hi,HITS,,mc15_valid,1,1
2019-03-24,,AOD,,mc16_5p44TeV,2,12
2019-08-18,,DAOD,TOPQ,data17_13TeV,15,2789
2019-04-07,,DAOD,RPVLL,data17_13TeV,1,22
2019-03-17,,EVNT,,mc15_14TeV,1,2
2019-04-21,,DAOD,STDM,data18_13TeV,243,648
2019-06-02,,DAOD,BPHY,data18_13TeV,21,588
2019-03-24,,AOD,,mc16_valid,1,15
2019-03-24,,DAOD,TAUP,mc16_13TeV,2,4
2019-04-07,,AOD,,mc15_5TeV,1,3
2019-05-05,,AOD,,mc16_13TeV,401,867
2019-04-07,,DAOD,TAUP,mc16_13TeV,1,2
2019-05-19,,EVNT,TR,mc16_13TeV,1,1
2019-04-21,,ESD,,mc16_13TeV,10,11
2019-04-21,,DAOD,TAUP,mc16_13TeV,156,368
2019-04-28,trig-analysis,DAOD,JETM,data18_13TeV,16,16
2019-04-28,,AOD,,mc16_5TeV,9,9
2019-05-26,,DAOD,JETM,data17_13TeV,102,2202
2019-04-21,,RDO,FTK,mc16_13TeV,30,30
2019-04-21,,EVNT,,mc12_14TeV,5,15
2019-04-28,,DAOD,JETM,data15_13TeV,131,655
2019-04-28,,DAOD,MUON,mc16_13TeV,20,21
2019-04-28,,DAOD,EXOT,data15_13TeV,368,1008
2019-04-28,,AOD,,data18_hi,123,364
2019-05-05,perf-muons,DAOD,MUON,data18_13TeV,15,427
2019-04-28,,AOD,,data16_13TeV,80,314
2019-04-28,,AOD,,data16_hip8TeV,11,11
2019-04-28,,DAOD,BPHY,data17_13TeV,21,681
2019-05-05,,DAOD,STDM,data16_13TeV,34,520
2019-05-05,,DAOD,TOPQ,data17_13TeV,7,1325
2019-05-05,,AOD,,mc16_5TeV,65,87
2019-05-19,,DAOD,HIGGD,data15_13TeV,51,454
2019-05-05,,RDO,FTK,mc16_13TeV,91,91
2019-05-05,,AOD,,mc15_13TeV,11,12
2019-05-12,phys-higgs,DAOD,HIGGD,data18_13TeV,275,275
2019-05-12,,DAOD,JETM,data18_13TeV,127,1445
2019-05-12,,EVNT,,mc15_13TeV,65,102
2019-06-02,phys-top,DAOD,TOPQ,mc16_13TeV,654,1885
2019-05-19,,DAOD,SUSY,data15_13TeV,182,368
2019-05-05,,DAOD,HIGGD,mc15_13TeV,12,12
2019-05-12,,DAOD,EXOT,data17_13TeV,498,2719
2019-05-12,,RDO,,mc15_13TeV,471,471
2019-06-16,,DAOD,EXOT,mc16_13TeV,1570,2751
2019-05-19,,RDO,,mc16_13TeV,55,55
2019-05-12,,DAOD,TAUP,data15_13TeV,212,212
2019-07-28,,AOD,,mc15_13TeV,9,9
2019-05-19,trig-analysis,DAOD,JETM,data17_13TeV,7,183
2019-05-12,,RDO,FTK,mc16_13TeV,90,90
2019-05-26,,EVNT,,mc15_13TeV,57,80
2019-05-12,,DAOD,BPHY,data18_13TeV,37,672
2019-05-19,,DAOD,STDM,mc16_13TeV,521,785
2019-06-09,,DAOD,SUSY,mc16_13TeV,4271,7808
2019-05-19,det-muon,DAOD,SUSY,data16_13TeV,38,184
2019-05-26,,DAOD,EXOT,data17_13TeV,900,4265
2019-05-19,phys-higgs,DAOD,HIGGD,data18_13TeV,228,228
2019-05-19,,DAOD,STDM,data17_13TeV,212,370
2019-05-26,,DAOD,HIGGD,data18_13TeV,786,3848
2019-05-26,perf-jets,DAOD,JETM,data16_13TeV,623,623
2019-05-26,phys-higgs,DAOD,HIGGD,data18_13TeV,247,254
2019-06-02,,DAOD,JETM,data18_13TeV,48,386
2019-05-26,,DAOD,BPHY,data16_13TeV,27,402
2019-05-26,,DAOD,TOPQ,data15_13TeV,25,1392
2019-06-30,phys-top,DAOD,TOPQ,mc16_13TeV,402,1403
2019-06-23,phys-top,DAOD,TOPQ,mc16_13TeV,123,436
2019-05-26,,DAOD,JETM,data16_13TeV,35,938
2019-06-16,,RDO,,mc16_13TeV,105,105
2019-06-09,,DAOD,EXOT,data18_13TeV,533,1950
2019-05-26,,DAOD,STDM,mc15_13TeV,32,85
2019-05-26,phys-exotics,DAOD,EXOT,data17_13TeV,188,188
2019-06-02,phys-exotics,DAOD,EXOT,data17_13TeV,14,14
2019-05-26,phys-exotics,DAOD,EXOT,data18_13TeV,176,176
2019-06-02,,DAOD,EXOT,data15_13TeV,37,369
2019-06-16,,DAOD,TOPQ,data18_13TeV,19,1478
2019-05-26,,AOD,,mc16_valid,4,4
2019-06-30,,DAOD,JETM,mc16_13TeV,682,1300
2019-06-02,,RDO,FTK,mc16_13TeV,114,114
2019-06-02,,AOD,,data17_13TeV,42,162
2019-06-02,,DAOD,ZMUMU,data17_13TeV,35,35
2019-06-09,,DAOD,TRUTH,mc15_13TeV,111,1385
2019-06-02,,DAOD,IDTRKLUMI,data15_13TeV,12,12
2019-04-21,,TXT,,mc15_13TeV,24,78
2019-04-21,phys-susy,DAOD,SUSY,data17_13TeV,16,372
2019-05-05,,DAOD,TOPQ,data15_13TeV,10,700
2019-05-05,,DAOD,EGAM,data18_13TeV,17,302
2019-05-12,,DAOD,TRUTH,mc15_13TeV,20,50
2019-06-23,,DAOD,SUSY,mc16_13TeV,4441,12520
2019-06-23,,DAOD,EXOT,data17_13TeV,279,1953
2019-06-09,,EVNT,,mc16_13TeV,70,303
2019-06-09,,RDO,,mc16_13TeV,122,122
2019-06-02,,,,data18_13TeV,7,7
2019-04-28,phys-top,DAOD,TOPQ,data17_13TeV,3,558
2019-05-12,,ESD,,data15_13TeV,1,1
2019-05-12,,DAOD,EGAM,data15_13TeV,1,102
2019-05-12,,DAOD,MUON,data17_5TeV,13,13
2019-05-19,phys-sm,AOD,,mc16_13TeV,4,9
2019-09-08,,DAOD,EXOT,data15_13TeV,60,867
2019-06-02,phys-higgs,DAOD,HIGGD,data16_13TeV,22,337
2019-04-14,,EVNT,,mc12_8TeV,9,9
2019-05-12,,AOD,,mc16_5p44TeV,2,2
2019-06-02,phys-exotics,DAOD,EXOT,data18_13TeV,14,24
2019-06-02,,DAOD,RPVLL,data18_13TeV,4,4
2019-05-05,,AOD,,mc16_valid,6,8
2019-05-12,,DAOD,TRUTH,mc16_13TeV,1,38
2019-12-01,,AOD,,data18_13TeV,8,9
2019-05-19,,DAOD,IDPIXLUMI,data18_13TeV,2,2
2019-05-19,,DESDM,MCP,data18_13TeV,8,8
2019-05-26,,AOD,,data12_8TeV,5,130
2019-04-28,,EVNT,,mc12_14TeV,5,15
2019-06-09,,DAOD,IDTRKVALID,mc16_13TeV,3,6
2019-04-28,,DAOD,MUON,data16_13TeV,1,156
2019-06-23,,DAOD,SUSY,data15_13TeV,208,689
2019-06-02,,DAOD,MUON,data17_13TeV,2,424
2019-05-05,,,,data18_13TeV,2,2
2019-05-19,,AOD,,data16_hip5TeV,2,2
2019-05-19,,,,data16_13TeV,3,3
2019-06-02,,HITS,,mc15_13TeV,1,1
2019-06-09,perf-tau,AOD,,mc15_14TeV,3,4
2019-05-19,,DAOD,MUON,data18_13TeV,1,220
2019-05-19,,DAOD,HION,data17_5TeV,2,2
2019-05-19,,AOD,,mc16_5TeV,2,2
2019-04-21,,DAOD,JPSIMUMU,data12_8TeV,2,73
2019-04-21,phys-top,DAOD,TOPQ,data15_13TeV,3,198
2019-05-05,,DAOD,BPHY,data18_13TeV,1,17
2019-04-28,,DRAW,RPVLL,data17_13TeV,2,2
2019-06-16,,AOD,,mc15_14TeV,7,7
2019-09-29,,DAOD,EGAM,mc16_13TeV,153,820
2019-05-26,phys-higgs,EVNT,,mc15_13TeV,2,4
2019-05-05,,DAOD,IDTIDE,data18_13TeV,1,20
2019-05-26,,DAOD,HION,data15_hi,1,1
2019-07-21,,DAOD,TOPQ,mc16_13TeV,3389,6781
2019-06-16,,DAOD,FTAG,data17_13TeV,342,803
2019-05-26,,AOD,,data15_hi,1,34
2019-07-14,,AOD,,mc16_13TeV,201,444
2019-05-12,,HIST,,data18_13TeV,1,32
2019-04-28,phys-top,DAOD,TOPQ,data15_13TeV,2,132
2019-04-28,phys-higgs,TXT,,mc15_13TeV,1,6
2019-06-02,perf-muons,DAOD,TRUTH,mc15_13TeV,108,551
2019-06-16,,DAOD,STDM,data18_13TeV,252,1261
2019-06-09,,DAOD,TAUP,data16_13TeV,156,156
2019-06-16,,AOD,,data17_5TeV,27,27
2019-06-09,phys-higgs,DAOD,HIGGD,data18_13TeV,229,229
2019-06-09,,AOD,,data18_hi,89,134
2019-06-09,,DAOD,EXOT,data15_13TeV,34,686
2019-06-16,,DAOD,EGAM,data18_13TeV,21,464
2019-06-09,,DAOD,RPVLL,data18_13TeV,9,9
2019-06-09,perf-muons,DAOD,MUON,mc16_13TeV,4,8
2019-06-16,,DAOD,TAUP,mc16_13TeV,75,177
2019-06-16,,NTUP,HI,data13_hip,5,5
2019-06-16,,DAOD,EGAM,data17_13TeV,372,1444
2019-07-07,,DAOD,TOPQ,data17_13TeV,13,2418
2019-06-16,,DAOD,JETM,data18_13TeV,197,691
2019-06-23,,DAOD,STDM,data18_13TeV,268,1583
2019-06-23,,DAOD,FTAG,data18_13TeV,85,269
2019-06-23,,DAOD,HIGGD,data16_13TeV,560,724
2019-06-23,,DESDM,MCP,data18_13TeV,2,2
2019-06-23,perf-jets,DAOD,JETM,data15_13TeV,16,204
2019-06-23,,AOD,,mc15_13TeV,8,8
2019-06-23,,AOD,,data18_hi,129,174
2019-06-23,phys-higgs,DAOD,HIGGD,data17_13TeV,12,272
2019-07-07,,DAOD,HIGGD,mc15_13TeV,7,35
2019-06-30,phys-higgs,DAOD,HIGGD,data18_13TeV,3,102
2019-06-30,,DAOD,SUSY,data15_13TeV,294,478
2019-06-23,phys-sm,DAOD,TRUTH,mc15_13TeV,1,3
2019-06-30,,DAOD,STDM,mc15_13TeV,84,182
2019-06-30,,DAOD,FTAG,data15_13TeV,92,342
2019-06-30,,DAOD,BPHY,data17_13TeV,87,87
2019-06-30,phys-top,DAOD,TOPQ,data16_13TeV,2,302
2019-06-30,perf-tau,AOD,,mc15_14TeV,24,24
2019-07-07,phys-exotics,DAOD,EXOT,mc16_13TeV,294,573
2019-07-07,,RDO,,mc15_13TeV,743,743
2019-07-07,,EVNT,,mc16_13TeV,49,369
2019-07-21,,DAOD,HIGGD,mc16_13TeV,2679,5257
2019-07-07,,,,data18_13TeV,9,9
2019-07-14,,DAOD,EGAM,data18_13TeV,418,1036
2019-07-07,,DAOD,EGAM,data16_13TeV,151,151
2019-07-21,,AOD,,mc16_13TeV,294,934
2019-07-14,,DAOD,HIGGD,data17_13TeV,295,1447
2019-07-21,,AOD,,data16_hip8TeV,36,65
2019-07-14,,DAOD,SUSY,data15_13TeV,217,693
2019-07-14,,DAOD,SUSY,data17_13TeV,248,1056
2019-07-14,,DAOD,EXOT,data16_13TeV,233,2122
2019-07-14,,DAOD,JETM,data15_13TeV,148,392
2019-07-28,phys-hdbs,DAOD,HIGGD,data18_13TeV,232,232
2019-07-14,trig-analysis,DAOD,EGAM,data15_13TeV,6,612
2019-07-14,phys-hdbs,DAOD,HIGGD,mc16_13TeV,3,6
2019-08-18,,DAOD,SUSY,mc16_13TeV,11291,25748
2019-07-21,,DAOD,FTAG,mc16_13TeV,491,689
2019-07-28,,DAOD,TOPQ,mc16_13TeV,1944,3893
2019-07-21,,AOD,,mc15_13TeV,17,17
2019-07-21,,DAOD,HIGGD,data16_13TeV,32,632
2019-07-21,,DAOD,EXOT,data15_13TeV,143,648
2019-07-21,,DAOD,JETM,data15_13TeV,30,458
2019-08-18,phys-higgs,DAOD,HIGGD,mc16_13TeV,354,1154
2019-07-28,,DAOD,EGAM,mc16_13TeV,28,206
2019-08-11,,AOD,,data16_13TeV,13,13
2019-07-21,,DAOD,SUSY,data15_13TeV,327,474
2019-07-28,,DAOD,SUSY,data16_13TeV,254,1965
2019-07-28,,DAOD,HIGGD,data15_13TeV,749,1075
2019-07-28,,DAOD,HIGGD,data16_13TeV,977,1714
2019-08-04,,DAOD,HIGGD,data18_13TeV,962,1988
2019-09-01,,DAOD,TOPQ,data15_13TeV,7,462
2019-07-28,,DAOD,EXOT,data18_13TeV,316,1363
2019-07-28,,AOD,,mc16_5TeV,58,96
2019-07-28,,AOD,,mc15_pPb8TeV,10,10
2019-07-28,,AOD,,data18_hi,277,277
2019-07-28,,HITS,,mc16_13TeV,17,64
2019-07-28,,DAOD,TAUP,data16_13TeV,151,151
2019-07-28,,AOD,,data17_13TeV,18,272
2019-07-28,,DAOD,BPHY,data17_13TeV,9,379
2019-07-28,perf-jets,DAOD,JETM,data16_13TeV,39,576
2019-08-04,,AOD,,data18_hi,234,663
2019-08-11,,DAOD,STDM,data16_13TeV,754,969
2019-08-11,,DAOD,EGAM,data18_13TeV,247,837
2019-08-04,,DAOD,EGAM,mc16_13TeV,137,313
2019-06-16,,DAOD,EGAM,mc16_13TeV,8,10
2019-06-23,,AOD,,data17_5TeV,4,16
2019-06-23,,DAOD,TOPQ,mc15_13TeV,10,33
2019-06-23,,DAOD,BPHY,data15_13TeV,1,66
2019-06-30,phys-sm,DAOD,STDM,mc16_13TeV,12,12
2019-07-21,phys-exotics,DAOD,TOPQ,mc16_13TeV,20,33
2019-07-21,phys-susy,DAOD,SUSY,mc16_13TeV,13,112
2019-07-07,perf-muons,DAOD,MUON,data17_13TeV,1,1
2019-07-14,,DAOD,FTAG,data16_13TeV,15,192
2019-07-21,,DAOD,IDNCB,data16_13TeV,1,1
2019-07-28,,TXT,,mc15_13TeV,3,14
2019-07-28,,DAOD,STDM,mc15_13TeV,14,20
2019-07-28,,DAOD,TAUP,mc16_13TeV,3,6
2019-08-25,,DAOD,EXOT,data15_13TeV,65,863
2019-06-09,,DAOD,JETM,data17_13TeV,27,1178
2019-06-30,,NTUP,PHOTON,data12_8TeV,3,942
2019-06-30,,DAOD,BPHY,data16_13TeV,2,214
2019-07-21,,EVNT,,mc15_14TeV,2,2
2019-07-14,,ESD,,mc16_13TeV,12,17
2019-07-21,,ESD,,mc15_13TeV,3,3
2019-07-21,,AOD,,mc15_pPb8TeV,10,10
2019-08-04,,DAOD,EGAM,data17_13TeV,2,248
2019-08-25,,DAOD,EXOT,data16_13TeV,229,1260
2019-06-16,,DAOD,IDNCB,data18_13TeV,11,11
2019-06-16,,DAOD,TOPQ,data17_5TeV,13,13
2019-06-23,,DAOD,BPHY,data16_13TeV,2,242
2019-06-23,,ESD,,mc15_14TeV,7,7
2019-07-07,phys-top,DAOD,TOPQ,data16_13TeV,1,151
2019-07-28,perf-muons,DAOD,MUON,mc16_13TeV,5,11
2019-12-22,,DAOD,EXOT,mc16_13TeV,1780,3279
2019-08-25,,DAOD,JETM,data16_13TeV,306,1226
2019-07-28,,DAOD,HION,data17_5TeV,3,39
2019-08-04,,NTUP,HI,data10_hi,1,1
2019-06-16,,ESD,,mc15_13TeV,1,1
2019-07-07,perf-muons,DAOD,MUON,data16_13TeV,2,44
2019-07-07,,DAOD,BPHY,data15_13TeV,1,66
2019-07-07,,DAOD,IDTR,mc15_13TeV,2,4
2019-07-14,phys-higgs,EVNT,,mc15_13TeV,1,3
2019-07-28,phys-higgs,DAOD,HIGGD,data18_13TeV,9,178
2019-06-09,phys-higgs,DAOD,HIGGD,data16_13TeV,5,90
2019-07-07,,DAOD,EGAM,mc16_13TeV,6,11
2019-06-30,,DAOD,EGAM,data17_13TeV,11,203
2019-08-18,,DAOD,TAUP,mc16_13TeV,143,289
2019-07-21,phys-exotics,DAOD,EXOT,data17_13TeV,2,406
2019-08-04,trig-analysis,DAOD,EGAM,data18_13TeV,2,336
2019-06-30,,,,data18_comm,3,3
2019-07-07,phys-exotics,DAOD,EXOT,data15_13TeV,3,46
2019-07-07,,AOD,,data15_5TeV,1,1
2019-08-04,,DAOD,JETM,data17_13TeV,2,406
2019-08-11,,DAOD,EXOT,data16_13TeV,201,882
2019-07-07,perf-muons,DAOD,MUON,data15_13TeV,2,18
2019-06-30,perf-tau,DAOD,TAUP,mc16_13TeV,3,5
2019-08-11,,DAOD,FTAG,data15_13TeV,12,349
2019-06-09,det-indet,DRAW,EGZ,data18_13TeV,2,2
2019-06-23,,AOD,,mc16_valid,1,15
2019-06-30,phys-top,DAOD,TOPQ,data18_13TeV,1,194
2019-06-30,phys-top,DAOD,TOPQ,data15_13TeV,3,198
2019-07-14,phys-sm,DAOD,TRUTH,mc15_13TeV,1,6
2019-08-04,,DAOD,EGAM,data15_13TeV,1,106
2019-08-25,,DAOD,TOPQ,data17_13TeV,17,3162
2019-07-21,phys-exotics,DAOD,EXOT,data16_13TeV,1,156
2019-07-14,perf-muons,AOD,,data17_13TeV,1,101
2019-06-30,perf-idtracking,DAOD,IDTRKVALID,data17_13TeV,1,1
2019-06-16,phys-sm,AOD,,data17_13TeV,1,1
2019-07-28,,DAOD,SCTVALID,data16_13TeV,1,1
2019-08-04,phys-exotics,DAOD,EXOT,data16_13TeV,154,619
2019-08-11,,DAOD,JETM,data16_13TeV,180,503
2019-08-11,,DAOD,EGAM,data16_13TeV,777,1078
2019-08-11,,DAOD,STDM,mc16_13TeV,1272,1706
2019-08-18,perf-muons,DAOD,MUON,data18_13TeV,5,101
2019-08-25,phys-top,DAOD,TOPQ,mc16_13TeV,170,737
2019-08-11,,DAOD,STDM,data17_13TeV,547,978
2019-08-18,,DAOD,STDM,data17_13TeV,283,1087
2019-08-18,,DAOD,EGAM,data17_13TeV,1067,1717
2019-08-18,,DAOD,STDM,data15_13TeV,114,553
2019-08-18,,RDO,,mc16_13TeV,97,97
2019-08-25,,DAOD,JETM,mc16_13TeV,823,1615
2019-08-18,phys-higgs,EVNT,,mc15_13TeV,18,18
2019-09-15,,DAOD,TOPQ,data18_13TeV,12,2326
2019-08-25,,DAOD,SUSY,data16_13TeV,433,1386
2019-08-25,,RDO,,mc15_13TeV,537,537
2019-08-25,,DAOD,FTAG,data17_13TeV,23,526
2019-10-06,,DAOD,SUSY,data18_13TeV,229,1192
2019-09-01,,DAOD,TOPQ,mc15_13TeV,2,46
2019-08-25,,DAOD,STDM,data18_13TeV,27,259
2019-08-25,,DAOD,EGAM,data18_13TeV,776,1460
2019-08-25,,DAOD,STDM,data16_13TeV,29,414
2019-08-25,,DAOD,EGAM,mc16_13TeV,51,397
2019-08-25,,AOD,,mc16_5TeV,67,99
2019-08-25,phys-hdbs,DAOD,HIGGD,data17_13TeV,392,392
2019-08-25,phys-hdbs,DAOD,HIGGD,data15_13TeV,164,164
2019-09-01,phys-hdbs,DAOD,HIGGD,data17_13TeV,358,358
2019-09-01,,DAOD,STDM,mc15_13TeV,17,185
2019-09-01,perf-jets,DAOD,JETM,data17_13TeV,1209,1902
2019-09-01,phys-exotics,DAOD,EXOT,data17_13TeV,6,144
2019-09-15,,log,,mc15_13TeV,338,1057
2019-10-06,,AOD,,data17_13TeV,24,338
2019-09-08,,DAOD,STDM,mc15_13TeV,23,66
2019-09-22,,AOD,,data15_13TeV,89,295
2019-10-06,,DAOD,EXOT,mc16_13TeV,5050,9393
2019-09-15,,DAOD,JETM,data18_13TeV,212,2180
2019-09-15,,DAOD,JETM,data15_13TeV,38,1524
2019-09-22,,AOD,,data17_13TeV,76,76
2019-10-06,,AOD,,data16_13TeV,28,73
2019-09-29,,AOD,,data16_13TeV,67,130
2019-09-15,,DAOD,STDM,data16_13TeV,398,746
2019-09-15,,DAOD,FTAG,data15_13TeV,1,66
2019-09-15,phys-top,DAOD,TOPQ,mc16_13TeV,36,95
2019-09-15,,DAOD,HIGGD,data15_13TeV,147,381
2019-09-15,,RDO,,mc16_13TeV,93,94
2019-09-22,,DAOD,EXOT,data16_13TeV,779,1401
2019-09-15,,AOD,,data15_13TeV,31,31
2019-09-29,phys-higgs,DAOD,HIGGD,mc16_13TeV,1662,3092
2019-09-22,,DAOD,TRUTH,mc15_13TeV,820,2505
2019-09-22,,DAOD,FTAG,data16_13TeV,10,151
2019-09-22,,DAOD,FTAG,data18_13TeV,43,227
2019-09-22,,RDO,,mc16_13TeV,92,92
2019-09-22,,DAOD,EXOT,data18_13TeV,330,1012
2019-09-22,,AOD,,mc15_13TeV,16,16
2019-09-22,,RDO,FTK,mc16_13TeV,96,96
2019-09-22,,DAOD,SUSY,data17_13TeV,60,1360
2019-09-22,,DAOD,STDM,data16_13TeV,318,1053
2019-09-22,,DAOD,SUSY,data16_13TeV,64,1022
2019-09-22,,DAOD,JETM,data16_13TeV,35,526
2019-09-22,,DAOD,SUSY,data15_13TeV,48,528
2019-09-29,,DAOD,SUSY,data16_13TeV,86,1152
2019-09-29,,DAOD,BPHY,data17_13TeV,12,312
2019-09-29,det-muon,DAOD,SUSY,data15_13TeV,28,148
2019-10-06,,DAOD,FTAG,mc16_13TeV,211,441
2019-08-18,perf-muons,DAOD,MUON,mc16_13TeV,13,21
2019-09-01,phys-sm,DAOD,STDM,mc16_13TeV,4,4
2019-09-01,,DAOD,TAUP,mc16_13TeV,14,27
2019-10-13,,AOD,,mc16_13TeV,247,343
2019-09-15,,DAOD,TOPQ,data17_13TeV,11,2046
2019-09-22,,DAOD,FTAG,data15_13TeV,7,81
2019-09-22,,DAOD,BPHY,data15_13TeV,30,325
2019-09-22,,AOD,,data17_5TeV,8,20
2019-09-22,,DAOD,IDNCB,data18_13TeV,4,4
2019-09-22,,DAOD,HDBS,mc16_13TeV,2,42
2019-09-29,phys-sm,DAOD,STDM,mc16_13TeV,37,74
2019-08-18,,DAOD,JETM,data16_13TeV,5,95
2019-08-18,,AOD,,data17_13TeV,6,6
2019-08-25,,DAOD,FTAG,data18_13TeV,10,194
2019-08-25,perf-muons,DAOD,MUON,mc16_13TeV,8,15
2019-09-15,,EVNT,,mc15_5TeV,1,1
2019-10-13,,DAOD,TOPQ,data15_13TeV,5,330
2019-10-27,phys-higgs,DAOD,HIGGD,mc16_13TeV,2219,3832
2019-10-27,,DAOD,JETM,data17_13TeV,18,1178
2019-11-24,,DAOD,TOPQ,data17_13TeV,6,1116
2019-10-13,,DAOD,TOPQ,data17_13TeV,10,1860
2019-08-04,,DAOD,BPHY,data12_8TeV,2,516
2019-08-25,phys-higgs,DAOD,HIGGD,data18_13TeV,4,59
2019-12-01,,DAOD,TOPQ,mc16_13TeV,2059,4057
2019-10-06,perf-tau,DAOD,TAUP,mc16_13TeV,1,2
2019-11-24,,DAOD,TOPQ,data16_13TeV,12,1811
2019-09-22,perf-muons,AOD,,data18_13TeV,1,212
2019-10-06,,DAOD,JETM,mc16_13TeV,462,901
2019-09-22,,DAOD,TOPQ,mc15_13TeV,3,3
2021-03-21,,AOD,,mc16_13TeV,218,408
2019-08-25,,DAOD,HION,data17_5TeV,1,13
2019-09-01,,AOD,,data15_hi,1,34
2019-08-18,,DAOD,HION,mc16_5TeV,1,11
2019-08-25,,DAOD,HION,data18_hi,1,92
2019-09-29,,log,,mc15_13TeV,1,3
2019-09-08,perf-muons,DAOD,MUON,data16_13TeV,3,48
2019-09-15,,DAOD,FTAG,mc15_13TeV,1,2
2019-09-22,,,,data17_comm,1,1
2019-10-06,,DAOD,JETM,data15_13TeV,17,191
2019-08-18,,DAOD,BPHY,data18_13TeV,1,185
2019-10-13,,DAOD,TOPQ,data18_13TeV,7,1358
2019-10-27,,DAOD,JETM,data18_13TeV,5,792
2019-09-29,phys-higgs,DAOD,HIGGD,data17_13TeV,34,1017
2019-10-06,phys-higgs,DAOD,HIGGD,data18_13TeV,21,472
2019-09-29,,DAOD,TAUP,data18_13TeV,184,184
2019-10-13,,DAOD,JETM,data16_13TeV,172,544
2019-10-13,,DAOD,EXOT,data18_13TeV,164,2737
2019-10-06,phys-exotics,DAOD,EXOT,data15_13TeV,8,106
2019-10-20,,DAOD,JETM,data18_13TeV,11,236
2019-10-20,,DAOD,EXOT,data15_13TeV,209,953
2019-10-20,,DAOD,STDM,data17_13TeV,32,1558
2019-10-27,,DAOD,STDM,mc16_13TeV,1939,3926
2019-10-20,,EVNT,,mc16_valid,10,10
2019-10-13,phys-sm,DAOD,TRUTH,mc15_13TeV,6,36
2019-10-20,phys-higgs,EVNT,,mc15_13TeV,2,2
2019-10-20,,RDO,,mc16_13TeV,72,73
2019-11-10,phys-exotics,DAOD,EXOT,mc16_13TeV,236,1759
2019-10-20,phys-exotics,DAOD,EXOT,mc16_13TeV,523,2383
2019-10-13,phys-exotics,DAOD,EXOT,data16_13TeV,10,156
2019-10-13,phys-hdbs,DAOD,HIGGD,data18_13TeV,1151,1151
2019-10-13,,DAOD,JETM,data17_13TeV,10,440
2019-10-13,,DAOD,JETM,data18_13TeV,12,268
2019-10-20,,DAOD,EXOT,data18_13TeV,61,1418
2019-10-13,,TXT,,mc15_13TeV,34,100
2019-10-20,,RDO,,mc15_13TeV,497,497
2019-10-20,,AOD,,data16_hip8TeV,14,14
2019-10-20,,AOD,,mc16_5TeV,34,92
2019-10-20,phys-sm,DAOD,STDM,mc16_13TeV,9,11
2019-10-20,,DAOD,SUSY,data17_13TeV,120,2475
2019-10-20,,DAOD,BPHY,data16_13TeV,3,125
2019-11-24,phys-higgs,DAOD,HIGGD,mc16_13TeV,282,588
2019-10-27,,DAOD,SUSY,data17_13TeV,214,1627
2019-10-27,,DAOD,STDM,data17_13TeV,203,1095
2019-10-20,perf-jets,DAOD,JETM,data17_13TeV,5,125
2019-10-27,,DAOD,EGAM,data15_13TeV,35,336
2019-11-24,,DAOD,SUSY,mc16_13TeV,4211,8581
2019-10-27,,DAOD,EXOT,data17_13TeV,52,1938
2019-10-27,,DAOD,SUSY,data15_13TeV,47,468
2019-11-03,,DAOD,SUSY,data17_13TeV,100,1071
2019-10-27,,RDO,,mc16_13TeV,63,66
2019-10-27,,DAOD,HIGGD,data16_13TeV,484,1081
2019-10-27,,DAOD,TAUP,data18_13TeV,14,14
2019-11-03,,DAOD,JETM,data16_13TeV,50,1201
2019-10-27,,DAOD,STDM,data15_13TeV,288,881
2019-11-17,det-muon,DAOD,SUSY,mc16_13TeV,12,1001
2019-10-27,,HITS,,mc15_14TeV,15,15
2019-11-03,phys-exotics,DAOD,TOPQ,data18_13TeV,1,194
2019-11-03,,DAOD,STDM,mc15_13TeV,7,26
2019-11-10,phys-higgs,EVNT,,mc16_13TeV,21,76
